5.000000000000000000e-01 6.194216234100349272e-01
1.000000000000000000e+00 6.406242963042860783e-01
1.500000000000000000e+00 6.607050661561673088e-01
2.000000000000000000e+00 6.797232965394488513e-01
2.500000000000000000e+00 6.977352099062903434e-01
3.000000000000000000e+00 7.147940537943002770e-01
3.500000000000000000e+00 7.309502582390323688e-01
4.000000000000000000e+00 7.462515848572707222e-01
4.500000000000000000e+00 7.607432680418289017e-01
5.000000000000000000e+00 7.744681486852686980e-01
5.500000000000000000e+00 7.874668008278571385e-01
6.000000000000000000e+00 7.997776516041642525e-01
6.500000000000000000e+00 8.114370948428941688e-01
7.000000000000000000e+00 8.224795986557739136e-01
7.500000000000000000e+00 8.329378073335620414e-01
8.000000000000000000e+00 8.428426378504045857e-01
8.500000000000000000e+00 8.522233712618292323e-01
9.000000000000000000e+00 8.611077392665699159e-01
9.500000000000000000e+00 8.695220061881234752e-01
1.000000000000000000e+01 8.774910466183906133e-01
1.050000000000000000e+01 8.850384189529379997e-01
1.100000000000000000e+01 8.921864350352686213e-01
1.150000000000000000e+01 8.989562261159840251e-01
1.200000000000000000e+01 9.053678053218314759e-01
1.250000000000000000e+01 9.114401268193083050e-01
1.300000000000000000e+01 9.171911418477259881e-01
1.350000000000000000e+01 9.226378517873807805e-01
1.400000000000000000e+01 9.277963584197128633e-01
1.450000000000000000e+01 9.326819115280358119e-01
1.500000000000000000e+01 9.373089539795550484e-01
1.550000000000000000e+01 9.416911644219486677e-01
1.600000000000000000e+01 9.458414977207318941e-01
1.650000000000000000e+01 9.497722232569475453e-01
1.700000000000000000e+01 9.534949611984013806e-01
1.750000000000000000e+01 9.570207168516646767e-01
1.800000000000000000e+01 9.603599131964022373e-01
1.850000000000000000e+01 9.635224216982006817e-01
1.900000000000000000e+01 9.665175914909889254e-01
1.950000000000000000e+01 9.693542770153218413e-01
2.000000000000000000e+01 9.720408641942306360e-01
2.050000000000000000e+01 9.745852952240235956e-01
2.100000000000000000e+01 9.769950920533239103e-01
2.150000000000000000e+01 9.792773786197546126e-01
2.200000000000000000e+01 9.814389019100072664e-01
2.250000000000000000e+01 9.834860519055540484e-01
2.300000000000000000e+01 9.854248804729656142e-01
2.350000000000000000e+01 9.872611192546806302e-01
2.400000000000000000e+01 9.890001966131167777e-01
2.450000000000000000e+01 9.906472536782117144e-01
2.500000000000000000e+01 9.922071595458371585e-01
2.550000000000000000e+01 9.936845256720145958e-01
2.600000000000000000e+01 9.950837195054853535e-01
2.650000000000000000e+01 9.964088773989373538e-01
2.700000000000000000e+01 9.976639168370560196e-01
2.750000000000000000e+01 9.988525480175487470e-01
2.800000000000000000e+01 9.999782848193797813e-01
2.850000000000000000e+01 1.001044455190639448e+00
2.900000000000000000e+01 1.002054210986757399e+00
2.950000000000000000e+01 1.003010537288142823e+00
3.000000000000000000e+01 1.003916261224799600e+00
3.050000000000000000e+01 1.004774060333999186e+00
3.100000000000000000e+01 1.005586470475725136e+00
3.150000000000000000e+01 1.006355893329282436e+00
3.200000000000000000e+01 1.007084603493237474e+00
3.250000000000000000e+01 1.007774755209678963e+00
3.300000000000000000e+01 1.008428388732671932e+00
3.350000000000000000e+01 1.009047436359740590e+00
3.400000000000000000e+01 1.009633728144201825e+00
3.450000000000000000e+01 1.010188997305242697e+00
3.500000000000000000e+01 1.010714885351732040e+00
3.550000000000000000e+01 1.011212946934914259e+00
3.600000000000000000e+01 1.011684654444332088e+00
3.650000000000000000e+01 1.012131402360562538e+00
3.700000000000000000e+01 1.012554511377636635e+00
3.750000000000000000e+01 1.012955232307327869e+00
3.800000000000000000e+01 1.013334749776851229e+00
3.850000000000000000e+01 1.013694185730906749e+00
3.900000000000000000e+01 1.014034602748415503e+00
3.950000000000000000e+01 1.014357007183759762e+00
