lw	uf
9.7438662	0.02544
9.7438662	0.02546
9.7438662	0.02548
9.7438662	0.0255
9.7438662	0.02552
9.7438662	0.02554
9.7438662	0.02556
9.7438662	0.02558
9.7438662	0.0256
9.7438662	0.02562
9.7438662	0.02564
9.7438662	0.02566
9.7438662	0.02568
9.7438662	0.0257
9.7438662	0.02572
9.7438662	0.02574
9.7438662	0.02576
9.7438662	0.02578
9.7438662	0.0258
9.7438662	0.02582
9.7438662	0.02584
9.7438662	0.02586
9.7438662	0.02588
9.7438662	0.0259
9.7438662	0.02592
9.7438662	0.02594
9.7438662	0.02596
9.7438662	0.02598
9.7438662	0.026
9.7438662	0.02602
9.7438662	0.02604
9.7438662	0.02606
9.7438662	0.02608
9.7438662	0.0261
9.7438662	0.02612
9.7438662	0.02614
9.7438662	0.02616
9.7438662	0.02618
9.7438662	0.0262
9.7438662	0.02622
9.7438662	0.02624
9.7438662	0.02626
9.7438662	0.02628
9.7438662	0.0263
9.7438662	0.02632
9.7438662	0.02634
9.7438662	0.02636
9.7438662	0.02638
9.7438662	0.0264
9.7438662	0.02642
9.7438662	0.02644
9.7438662	0.02646
9.7438662	0.02648
9.7438662	0.0265
9.7438662	0.02652
9.7438662	0.02654
9.7438662	0.02656
9.7438662	0.02658
9.7438662	0.0266
9.7438662	0.02662
9.7438662	0.02664
9.7438662	0.02666
9.7438662	0.02668
9.7438662	0.0267
9.7438662	0.02672
9.7438662	0.02674
9.7438662	0.02676
9.7438662	0.02678
9.7438662	0.0268
9.7438662	0.02682
9.7438662	0.02684
9.7438662	0.02686
9.7438662	0.02688
9.7438662	0.0269
9.7438662	0.02692
9.7438662	0.02694
9.7438662	0.02696
9.7438662	0.02698
9.7438662	0.027
9.7438662	0.02702
9.7438662	0.02704
9.7438662	0.02706
9.7438662	0.02708
9.7438662	0.0271
9.7438662	0.02712
9.7438662	0.02714
9.7438662	0.02716
9.7438662	0.02718
9.7438662	0.0272
9.7438662	0.02722
9.7438662	0.02724
9.7438662	0.02726
9.7438662	0.02728
9.7438662	0.0273
9.7438662	0.02732
9.7438662	0.02734
9.7438662	0.02736
9.7438662	0.02738
9.7438662	0.0274
9.7438662	0.02742
9.7438662	0.02744
9.7438662	0.02746
9.7438662	0.02748
9.7438662	0.0275
9.7438662	0.02752
9.7438662	0.02754
9.7438662	0.02756
9.7438662	0.02758
9.7438662	0.0276
9.7438662	0.02762
9.7438662	0.02764
9.7438662	0.02766
9.7438662	0.02768
9.7438662	0.0277
9.7438662	0.02772
9.7438662	0.02774
9.7438662	0.02776
9.7438662	0.02778
9.7438662	0.0278
9.7438662	0.02782
9.7438662	0.02784
9.7438662	0.02786
9.7438662	0.02788
9.7438662	0.0279
9.7438662	0.02792
9.7438662	0.02794
9.7438662	0.02796
9.7438662	0.02798
9.7438662	0.028
9.7438662	0.02802
9.7438662	0.02804
9.7438662	0.02806
9.7438662	0.02808
9.7438662	0.0281
9.7438662	0.02812
9.7438662	0.02814
9.7438662	0.02816
9.7438662	0.02818
9.7438662	0.0282
9.7438662	0.02822
9.7438662	0.02824
9.7438662	0.02826
9.7438662	0.02828
9.7438662	0.0283
9.7438662	0.02832
9.7438662	0.02834
9.7438662	0.02836
9.7438662	0.02838
9.7438662	0.0284
9.7438662	0.02842
9.7438662	0.02844
9.7438662	0.02846
9.7438662	0.02848
9.7438662	0.0285
9.7438662	0.02852
9.7438662	0.02854
9.7438662	0.02856
9.7438662	0.02858
9.7438662	0.0286
9.7438662	0.02862
9.7438662	0.02864
9.7438662	0.02866
9.7438662	0.02868
9.7438662	0.0287
9.7438662	0.02872
9.7438662	0.02874
9.7438662	0.02876
9.7438662	0.02878
9.7438662	0.0288
9.7438662	0.02882
9.7438662	0.02884
9.7438662	0.02886
9.7438662	0.02888
9.7438662	0.0289
9.7438662	0.02892
9.7438662	0.02894
9.7438662	0.02896
9.7438662	0.02898
9.7438662	0.029
9.7438662	0.02902
9.7438662	0.02904
9.7438662	0.02906
9.7438662	0.02908
9.7438662	0.0291
9.7438662	0.02912
9.7438662	0.02914
9.7438662	0.02916
9.7438662	0.02918
9.7438662	0.0292
9.7438662	0.02922
9.7438662	0.02924
9.7438662	0.02926
9.7438662	0.02928
9.7438662	0.0293
9.7438662	0.02932
9.7438662	0.02934
9.7438662	0.02936
9.7438662	0.02938
9.7438662	0.0294
9.7438662	0.02942
9.7438662	0.02944
9.7438662	0.02946
9.7438662	0.02948
9.7438662	0.0295
9.7438662	0.02952
9.7438662	0.02954
9.7438662	0.02956
9.7438662	0.02958
9.7438662	0.0296
9.7438662	0.02962
9.7438662	0.02964
9.7438662	0.02966
9.7438662	0.02968
9.7438662	0.0297
9.7438662	0.02972
9.7438662	0.02974
9.7438662	0.02976
9.7438662	0.02978
9.7438662	0.0298
9.7438662	0.02982
9.7438662	0.02984
9.7438662	0.02986
9.7438662	0.02988
9.7438662	0.0299
9.7438662	0.02992
9.7438662	0.02994
9.7438662	0.02996
9.7438662	0.02998
9.7438662	0.03
9.7438662	0.03002
9.7438662	0.03004
9.7438662	0.03006
9.7438662	0.03008
9.7438662	0.0301
9.7438662	0.03012
9.7438662	0.03014
9.7438662	0.03016
9.7438662	0.03018
9.7438662	0.0302
9.7438662	0.03022
9.7438662	0.03024
9.7438662	0.03026
9.7438662	0.03028
9.7438662	0.0303
9.7438662	0.03032
9.7438662	0.03034
9.7438662	0.03036
9.7438662	0.03038
9.7438662	0.0304
9.7438662	0.03042
9.7438662	0.03044
9.7438662	0.03046
9.7438662	0.03048
9.7438662	0.0305
9.7438662	0.03052
9.7438662	0.03054
9.7438662	0.03056
9.7438662	0.03058
9.7438662	0.0306
9.7438662	0.03062
9.7438662	0.03064
9.7438662	0.03066
9.7438662	0.03068
9.7438662	0.0307
9.7438662	0.03072
9.7438662	0.03074
9.7438662	0.03076
9.7438662	0.03078
9.7438662	0.0308
9.7438662	0.03082
9.7438662	0.03084
9.7438662	0.03086
9.7438662	0.03088
9.7438662	0.0309
9.7438662	0.03092
9.7438662	0.03094
9.7438662	0.03096
9.7438662	0.03098
9.7438662	0.031
9.7438662	0.03102
9.7438662	0.03104
9.7438662	0.03106
9.7438662	0.03108
9.7438662	0.0311
9.7438662	0.03112
9.7438662	0.03114
9.7438662	0.03116
9.7438662	0.03118
9.7438662	0.0312
9.7438662	0.03122
9.7438662	0.03124
9.7438662	0.03126
9.7438662	0.03128
9.7438662	0.0313
9.7438662	0.03132
9.7438662	0.03134
9.7438662	0.03136
9.7438662	0.03138
9.7438662	0.0314
9.7438662	0.03142
9.7438662	0.03144
9.7438662	0.03146
9.7438662	0.03148
9.7438662	0.0315
9.7438662	0.03152
9.7438662	0.03154
9.7438662	0.03156
9.7438662	0.03158
9.7438662	0.0316
9.7438662	0.03162
9.7438662	0.03164
9.7438662	0.03166
9.7438662	0.03168
9.7438662	0.0317
9.7438662	0.03172
9.7438662	0.03174
9.7438662	0.03176
9.7438662	0.03178
9.7438662	0.0318
9.7438662	0.03182
9.7438662	0.03184
9.7438662	0.03186
9.7438662	0.03188
9.7438662	0.0319
9.7438662	0.03192
9.7438662	0.03194
9.7438662	0.03196
9.7438662	0.03198
9.7438662	0.032
9.7438662	0.03202
9.7438662	0.03204
9.7438662	0.03206
9.7438662	0.03208
9.7438662	0.0321
9.7438662	0.03212
9.7438662	0.03214
9.7438662	0.03216
9.7438662	0.03218
9.7438662	0.0322
9.7438662	0.03222
9.7438662	0.03224
9.7438662	0.03226
9.7438662	0.03228
9.7438662	0.0323
9.7438662	0.03232
9.7438662	0.03234
9.7438662	0.03236
9.7438662	0.03238
9.7438662	0.0324
9.7438662	0.03242
9.7438662	0.03244
9.7438662	0.03246
9.7438662	0.03248
9.7438662	0.0325
9.7438662	0.03252
9.7438662	0.03254
9.7438662	0.03256
9.7438662	0.03258
9.7438662	0.0326
9.7438662	0.03262
9.7438662	0.03264
9.7438662	0.03266
9.7438662	0.03268
9.7438662	0.0327
9.7438662	0.03272
9.7438662	0.03274
9.7438662	0.03276
9.7438662	0.03278
9.7438662	0.0328
9.7438662	0.03282
9.7438662	0.03284
9.7438662	0.03286
9.7438662	0.03288
9.7438662	0.0329
9.7438662	0.03292
9.7438662	0.03294
9.7438662	0.03296
9.7438662	0.03298
9.7438662	0.033
9.7438662	0.03302
9.7438662	0.03304
9.7438662	0.03306
9.7438662	0.03308
9.7438662	0.0331
9.7438662	0.03312
9.7438662	0.03314
9.7438662	0.03316
9.7438662	0.03318
9.7438662	0.0332
9.7438662	0.03322
9.7438662	0.03324
9.7438662	0.03326
9.7438662	0.03328
9.7438662	0.0333
9.7438662	0.03332
9.7438662	0.03334
9.7438662	0.03336
9.7438662	0.03338
9.7438662	0.0334
9.7438662	0.03342
9.7438662	0.03344
9.7438662	0.03346
9.7438662	0.03348
9.7438662	0.0335
9.7438662	0.03352
9.7438662	0.03354
9.7438662	0.03356
9.7438662	0.03358
9.7438662	0.0336
9.7438662	0.03362
9.7438662	0.03364
9.7438662	0.03366
9.7438662	0.03368
9.7438662	0.0337
9.7438662	0.03372
9.7438662	0.03374
9.7438662	0.03376
9.7438662	0.03378
9.7438662	0.0338
9.7438662	0.03382
9.7438662	0.03384
9.7438662	0.03386
9.7438662	0.03388
9.7438662	0.0339
9.7438662	0.03392
9.7438662	0.03394
9.7438662	0.03396
9.7438662	0.03398
9.7438662	0.034
9.7438662	0.03402
9.7438662	0.03404
9.7438662	0.03406
9.7438662	0.03408
9.7438662	0.0341
9.7438662	0.03412
9.7438662	0.03414
9.7438662	0.03416
9.7438662	0.03418
9.7438662	0.0342
9.7438662	0.03422
9.7438662	0.03424
9.7438662	0.03426
9.7438662	0.03428
9.7438662	0.0343
9.7438662	0.03432
9.7438662	0.03434
9.7438662	0.03436
9.7438662	0.03438
9.7438662	0.0344
9.7438662	0.03442
9.7438662	0.03444
9.7438662	0.03446
9.7438662	0.03448
9.7438662	0.0345
9.7438662	0.03452
9.7438662	0.03454
9.7438662	0.03456
9.7438662	0.03458
9.7438662	0.0346
9.7438662	0.03462
9.7438662	0.03464
9.7438662	0.03466
9.7438662	0.03468
9.7438662	0.0347
9.7438662	0.03472
9.7438662	0.03474
9.7438662	0.03476
9.7438662	0.03478
9.7438662	0.0348
9.7438662	0.03482
9.7438662	0.03484
9.7438662	0.03486
9.7438662	0.03488
9.7438662	0.0349
9.7438662	0.03492
9.7438662	0.03494
9.7438662	0.03496
9.7438662	0.03498
9.7438662	0.035
9.7438662	0.03502
9.7438662	0.03504
9.7438662	0.03506
9.7438662	0.03508
9.7438662	0.0351
9.7438662	0.03512
9.7438662	0.03514
9.7438662	0.03516
9.7438662	0.03518
9.7438662	0.0352
9.7438662	0.03522
9.7438662	0.03524
9.7438662	0.03526
9.7438662	0.03528
9.7438662	0.0353
9.7438662	0.03532
9.7438662	0.03534
9.7438662	0.03536
9.7438662	0.03538
9.7438662	0.0354
9.7438662	0.03542
9.7438662	0.03544
9.7438662	0.03546
9.7438662	0.03548
9.7438662	0.0355
9.7438662	0.03552
9.7438662	0.03554
9.7438662	0.03556
9.7438662	0.03558
9.7438662	0.0356
9.7438662	0.03562
9.7438662	0.03564
9.7438662	0.03566
9.7438662	0.03568
9.7438662	0.0357
9.7438662	0.03572
9.7438662	0.03574
9.7438662	0.03576
9.7438662	0.03578
9.7438662	0.0358
9.7438662	0.03582
9.7438662	0.03584
9.7438662	0.03586
9.7438662	0.03588
9.7438662	0.0359
9.7438662	0.03592
9.7438662	0.03594
9.7438662	0.03596
9.7438662	0.03598
9.7438662	0.036
9.7438662	0.03602
9.7438662	0.03604
9.7438662	0.03606
9.7438662	0.03608
9.7438662	0.0361
9.7438662	0.03612
9.7438662	0.03614
9.7438662	0.03616
9.7438662	0.03618
9.7438662	0.0362
9.7438662	0.03622
9.7438662	0.03624
9.7438662	0.03626
9.7438662	0.03628
9.7438662	0.0363
9.7438662	0.03632
9.7438662	0.03634
9.7438662	0.03636
9.7438662	0.03638
9.7438662	0.0364
9.7438662	0.03642
9.7438662	0.03644
9.7438662	0.03646
9.7438662	0.03648
9.7438662	0.0365
9.7438662	0.03652
9.7438662	0.03654
9.7438662	0.03656
9.7438662	0.03658
9.7438662	0.0366
9.7438662	0.03662
9.7438662	0.03664
9.7438662	0.03666
9.7438662	0.03668
9.7438662	0.0367
9.7438662	0.03672
9.7438662	0.03674
9.7438662	0.03676
9.7438662	0.03678
9.7438662	0.0368
9.7438662	0.03682
9.7438662	0.03684
9.7438662	0.03686
9.7438662	0.03688
9.7438662	0.0369
9.7438662	0.03692
9.7438662	0.03694
9.7438662	0.03696
9.7438662	0.03698
9.7438662	0.037
9.7438662	0.03702
9.7438662	0.03704
9.7438662	0.03706
9.7438662	0.03708
9.7438662	0.0371
9.7438662	0.03712
9.7438662	0.03714
9.7438662	0.03716
9.7438662	0.03718
9.7438662	0.0372
9.7438662	0.03722
9.7438662	0.03724
9.7438662	0.03726
9.7438662	0.03728
9.7438662	0.0373
9.7438662	0.03732
9.7438662	0.03734
9.7438662	0.03736
9.7438662	0.03738
9.7438662	0.0374
9.7438662	0.03742
9.7438662	0.03744
9.7438662	0.03746
9.7438662	0.03748
9.7438662	0.0375
9.7438662	0.03752
9.7438662	0.03754
9.7438662	0.03756
9.7438662	0.03758
9.7438662	0.0376
9.7438662	0.03762
9.7438662	0.03764
9.7438662	0.03766
9.7438662	0.03768
9.7438662	0.0377
9.7438662	0.03772
9.7438662	0.03774
9.7438662	0.03776
9.7438662	0.03778
9.7438662	0.0378
9.7438662	0.03782
9.7438662	0.03784
9.7438662	0.03786
9.7438662	0.03788
9.7438662	0.0379
9.7438662	0.03792
9.7438662	0.03794
9.7438662	0.03796
9.7438662	0.03798
9.7438662	0.038
9.7438662	0.03802
9.7438662	0.03804
9.7438662	0.03806
9.7438662	0.03808
9.7438662	0.0381
9.7438662	0.03812
9.7438662	0.03814
9.7438662	0.03816
9.7438662	0.03818
9.7438662	0.0382
9.7438662	0.03822
9.7438662	0.03824
9.7438662	0.03826
9.7438662	0.03828
9.7438662	0.0383
9.7438662	0.03832
9.7438662	0.03834
9.7438662	0.03836
9.7438662	0.03838
9.7438662	0.0384
9.7438662	0.03842
9.7438662	0.03844
9.7438662	0.03846
9.7438662	0.03848
9.7438662	0.0385
9.7438662	0.03852
9.7438662	0.03854
9.7438662	0.03856
9.7438662	0.03858
9.7438662	0.0386
9.7438662	0.03862
9.7438662	0.03864
9.7438662	0.03866
9.7438662	0.03868
9.7438662	0.0387
9.7438662	0.03872
9.7438662	0.03874
9.7438662	0.03876
9.7438662	0.03878
9.7438662	0.0388
9.7438662	0.03882
9.7438662	0.03884
9.7438662	0.03886
9.7438662	0.03888
9.7438662	0.0389
9.7438662	0.03892
9.7438662	0.03894
9.7438662	0.03896
9.7438662	0.03898
9.7438662	0.039
9.7438662	0.03902
9.7438662	0.03904
9.7438662	0.03906
9.7438662	0.03908
9.7438662	0.0391
9.7438662	0.03912
9.7438662	0.03914
9.7438662	0.03916
9.7438662	0.03918
9.7438662	0.0392
9.7438662	0.03922
9.7438662	0.03924
9.7438662	0.03926
9.7438662	0.03928
9.7438662	0.0393
9.7438662	0.03932
9.7438662	0.03934
9.7438662	0.03936
9.7438662	0.03938
9.7438662	0.0394
9.7438662	0.03942
9.7438662	0.03944
9.7438662	0.03946
9.7438662	0.03948
9.7438662	0.0395
9.7438662	0.03952
9.7438662	0.03954
9.7438662	0.03956
9.7438662	0.03958
9.7438662	0.0396
9.7438662	0.03962
9.7438662	0.03964
9.7438662	0.03966
9.7438662	0.03968
9.7438662	0.0397
9.7438662	0.03972
9.7438662	0.03974
9.7438662	0.03976
9.7438662	0.03978
9.7438662	0.0398
9.7438662	0.03982
9.7438662	0.03984
9.7438662	0.03986
9.7438662	0.03988
9.7438662	0.0399
9.7438662	0.03992
9.7438662	0.03994
9.7438662	0.03996
9.7438662	0.03998
9.7438662	0.04
9.7438662	0.04002
9.7438662	0.04004
9.7438662	0.04006
9.7438662	0.04008
9.7438662	0.0401
9.7438662	0.04012
9.7438662	0.04014
9.7438662	0.04016
9.7438662	0.04018
9.7438662	0.0402
9.7438662	0.04022
9.7438662	0.04024
9.7438662	0.04026
9.7438662	0.04028
9.7438662	0.0403
9.7438662	0.04032
9.7438662	0.04034
9.7438662	0.04036
9.7438662	0.04038
9.7438662	0.0404
9.7438662	0.04042
9.7438662	0.04044
9.7438662	0.04046
9.7438662	0.04048
9.7438662	0.0405
9.7438662	0.04052
9.7438662	0.04054
9.7438662	0.04056
9.7438662	0.04058
9.7438662	0.0406
9.7438662	0.04062
9.7438662	0.04064
9.7438662	0.04066
9.7438662	0.04068
9.7438662	0.0407
9.7438662	0.04072
9.7438662	0.04074
9.7438662	0.04076
9.7438662	0.04078
9.7438662	0.0408
9.7438662	0.04082
9.7438662	0.04084
9.7438662	0.04086
9.7438662	0.04088
9.7438662	0.0409
9.7438662	0.04092
9.7438662	0.04094
9.7438662	0.04096
9.7438662	0.04098
9.7438662	0.041
9.7438662	0.04102
9.7438662	0.04104
9.7438662	0.04106
9.7438662	0.04108
9.7438662	0.0411
9.7438662	0.04112
9.7438662	0.04114
9.7438662	0.04116
9.7438662	0.04118
9.7438662	0.0412
9.7438662	0.04122
9.7438662	0.04124
9.7438662	0.04126
9.7438662	0.04128
9.7438662	0.0413
9.7438662	0.04132
9.7438662	0.04134
9.7438662	0.04136
9.7438662	0.04138
9.7438662	0.0414
9.7438662	0.04142
9.7438662	0.04144
9.7438662	0.04146
9.7438662	0.04148
9.7438662	0.0415
9.7438662	0.04152
9.7438662	0.04154
9.7438662	0.04156
9.7438662	0.04158
9.7438662	0.0416
9.7438662	0.04162
9.7438662	0.04164
9.7438662	0.04166
9.7438662	0.04168
9.7438662	0.0417
9.7438662	0.04172
9.7438662	0.04174
9.7438662	0.04176
9.7438662	0.04178
9.7438662	0.0418
9.7438662	0.04182
9.7438662	0.04184
9.7438662	0.04186
9.7438662	0.04188
9.7438662	0.0419
9.7438662	0.04192
9.7438662	0.04194
9.7438662	0.04196
9.7438662	0.04198
9.7438662	0.042
9.7438662	0.04202
9.7438662	0.04204
9.7438662	0.04206
9.7438662	0.04208
9.7438662	0.0421
9.7438662	0.04212
9.7438662	0.04214
9.7438662	0.04216
9.7438662	0.04218
9.7438662	0.0422
9.7438662	0.04222
9.7438662	0.04224
9.7438662	0.04226
9.7438662	0.04228
9.7438662	0.0423
9.7438662	0.04232
9.7438662	0.04234
9.7438662	0.04236
9.7438662	0.04238
9.7438662	0.0424
9.7438662	0.04242
9.7438662	0.04244
9.7438662	0.04246
9.7438662	0.04248
9.7438662	0.0425
9.7438662	0.04252
9.7438662	0.04254
9.7438662	0.04256
9.7438662	0.04258
9.7438662	0.0426
9.7438662	0.04262
9.7438662	0.04264
9.7438662	0.04266
9.7438662	0.04268
9.7438662	0.0427
9.7438662	0.04272
9.7438662	0.04274
9.7438662	0.04276
9.7438662	0.04278
9.7438662	0.0428
9.7438662	0.04282
9.7438662	0.04284
9.7438662	0.04286
9.7438662	0.04288
9.7438662	0.0429
9.7438662	0.04292
9.7438662	0.04294
9.7438662	0.04296
9.7438662	0.04298
9.7438662	0.043
9.7438662	0.04302
9.7438662	0.04304
9.7438662	0.04306
9.7438662	0.04308
9.7438662	0.0431
9.7438662	0.04312
9.7438662	0.04314
9.7438662	0.04316
9.7438662	0.04318
9.7438662	0.0432
9.7438662	0.04322
9.7438662	0.04324
9.7438662	0.04326
9.7438662	0.04328
9.7438662	0.0433
9.7438662	0.04332
9.7438662	0.04334
9.7438662	0.04336
9.7438662	0.04338
9.7438662	0.0434
9.7438662	0.04342
9.7438662	0.04344
9.7438662	0.04346
9.7438662	0.04348
9.7438662	0.0435
9.7438662	0.04352
9.7438662	0.04354
9.7438662	0.04356
9.7438662	0.04358
9.7438662	0.0436
9.7438662	0.04362
9.7438662	0.04364
9.7438662	0.04366
9.7438662	0.04368
9.7438662	0.0437
9.7438662	0.04372
9.7438662	0.04374
9.7438662	0.04376
9.7438662	0.04378
9.7438662	0.0438
9.7438662	0.04382
9.7438662	0.04384
9.7438662	0.04386
9.7438662	0.04388
9.7438662	0.0439
9.7439295	0.04392
9.7439295	0.04394
9.7439295	0.04396
9.7439295	0.04398
9.7439295	0.044
9.7439295	0.04402
9.7439295	0.04404
9.7439295	0.04406
9.7439295	0.04408
9.7439295	0.0441
9.7439295	0.04412
9.7439295	0.04414
9.7439295	0.04416
9.7439295	0.04418
9.7439295	0.0442
9.7439295	0.04422
9.7439295	0.04424
9.7439295	0.04426
9.7439295	0.04428
9.7439295	0.0443
9.7439295	0.04432
9.7439295	0.04434
9.7439295	0.04436
9.7439295	0.04438
9.7439295	0.0444
9.7439295	0.04442
9.7439295	0.04444
9.7439295	0.04446
9.7439295	0.04448
9.7439295	0.0445
9.7439295	0.04452
9.7439295	0.04454
9.7439295	0.04456
9.7439295	0.04458
9.7439295	0.0446
9.7439295	0.04462
9.7439295	0.04464
9.7439295	0.04466
9.7439295	0.04468
9.7439295	0.0447
9.7439295	0.04472
9.7439295	0.04474
9.7439295	0.04476
9.7439295	0.04478
9.7439295	0.0448
9.7439295	0.04482
9.7439295	0.04484
9.7439295	0.04486
9.7439295	0.04488
9.7439295	0.0449
9.7439295	0.04492
9.7439295	0.04494
9.7439295	0.04496
9.7439295	0.04498
9.7439295	0.045
9.7439295	0.04502
9.7439295	0.04504
9.7439295	0.04506
9.7439295	0.04508
9.7439295	0.0451
9.7439295	0.04512
9.7439295	0.04514
9.7439295	0.04516
9.7439295	0.04518
9.7439295	0.0452
9.7439295	0.04522
9.7439295	0.04524
9.7439295	0.04526
9.7439295	0.04528
9.7439295	0.0453
9.7439295	0.04532
9.7439295	0.04534
9.7439295	0.04536
9.7439295	0.04538
9.7439295	0.0454
9.7439295	0.04542
9.7439295	0.04544
9.7439295	0.04546
9.7439295	0.04548
9.7439295	0.0455
9.7439295	0.04552
9.7439295	0.04554
9.7439295	0.04556
9.7439295	0.04558
9.7439295	0.0456
9.7439295	0.04562
9.7439928	0.04564
9.7439928	0.04566
9.7439928	0.04568
9.7439928	0.0457
9.7439928	0.04572
9.7439928	0.04574
9.7439928	0.04576
9.7439928	0.04578
9.7439928	0.0458
9.7439928	0.04582
9.7439928	0.04584
9.7439928	0.04586
9.7439928	0.04588
9.7439928	0.0459
9.7439928	0.04592
9.7439928	0.04594
9.7439928	0.04596
9.7439928	0.04598
9.7439928	0.046
9.7439928	0.04602
9.7439928	0.04604
9.7439928	0.04606
9.7439928	0.04608
9.7439928	0.0461
9.7439928	0.04612
9.7439928	0.04614
9.7439928	0.04616
9.7439928	0.04618
9.7439928	0.0462
9.7439928	0.04622
9.7439928	0.04624
9.7439928	0.04626
9.7439928	0.04628
9.7439928	0.0463
9.7439928	0.04632
9.7439928	0.04634
9.7439928	0.04636
9.7439928	0.04638
9.7439928	0.0464
9.7439928	0.04642
9.7440561	0.04644
9.7440561	0.04646
9.7440561	0.04648
9.7440561	0.0465
9.7440561	0.04652
9.7440561	0.04654
9.7440561	0.04656
9.7440561	0.04658
9.7440561	0.0466
9.7440561	0.04662
9.7440561	0.04664
9.7440561	0.04666
9.7440561	0.04668
9.7440561	0.0467
9.7440561	0.04672
9.7440561	0.04674
9.7440561	0.04676
9.7440561	0.04678
9.7440561	0.0468
9.7440561	0.04682
9.7440561	0.04684
9.7440561	0.04686
9.7440561	0.04688
9.7440561	0.0469
9.7440561	0.04692
9.7440561	0.04694
9.7440561	0.04696
9.7440561	0.04698
9.7441194	0.047
9.7441194	0.04702
9.7441194	0.04704
9.7441194	0.04706
9.7441194	0.04708
9.7441194	0.0471
9.7441194	0.04712
9.7441194	0.04714
9.7441194	0.04716
9.7441194	0.04718
9.7441194	0.0472
9.7441194	0.04722
9.7441194	0.04724
9.7441194	0.04726
9.7441194	0.04728
9.7441194	0.0473
9.7441194	0.04732
9.7441194	0.04734
9.7441194	0.04736
9.7441194	0.04738
9.7441194	0.0474
9.7441827	0.04742
9.7441827	0.04744
9.7441827	0.04746
9.7441827	0.04748
9.7441827	0.0475
9.7441827	0.04752
9.7441827	0.04754
9.7441827	0.04756
9.7441827	0.04758
9.7441827	0.0476
9.7441827	0.04762
9.7441827	0.04764
9.7441827	0.04766
9.7441827	0.04768
9.7441827	0.0477
9.7441827	0.04772
9.7441827	0.04774
9.7442460	0.04776
9.7442460	0.04778
9.7442460	0.0478
9.7442460	0.04782
9.7442460	0.04784
9.7442460	0.04786
9.7442460	0.04788
9.7442460	0.0479
9.7442460	0.04792
9.7442460	0.04794
9.7442460	0.04796
9.7442460	0.04798
9.7442460	0.048
9.7442460	0.04802
9.7443093	0.04804
9.7443093	0.04806
9.7443093	0.04808
9.7443093	0.0481
9.7443093	0.04812
9.7443093	0.04814
9.7443093	0.04816
9.7443093	0.04818
9.7443093	0.0482
9.7443093	0.04822
9.7443093	0.04824
9.7443093	0.04826
9.7443093	0.04828
9.7443726	0.0483
9.7443726	0.04832
9.7443726	0.04834
9.7443726	0.04836
9.7443726	0.04838
9.7443726	0.0484
9.7443726	0.04842
9.7443726	0.04844
9.7443726	0.04846
9.7443726	0.04848
9.7443726	0.0485
9.7444359	0.04852
9.7444359	0.04854
9.7444359	0.04856
9.7444359	0.04858
9.7444359	0.0486
9.7444359	0.04862
9.7444359	0.04864
9.7444359	0.04866
9.7444359	0.04868
9.7444359	0.0487
9.7444992	0.04872
9.7444992	0.04874
9.7444992	0.04876
9.7444992	0.04878
9.7444992	0.0488
9.7444992	0.04882
9.7444992	0.04884
9.7444992	0.04886
9.7444992	0.04888
9.7445625	0.0489
9.7445625	0.04892
9.7445625	0.04894
9.7445625	0.04896
9.7445625	0.04898
9.7445625	0.049
9.7445625	0.04902
9.7445625	0.04904
9.7445625	0.04906
9.7446258	0.04908
9.7446258	0.0491
9.7446258	0.04912
9.7446258	0.04914
9.7446258	0.04916
9.7446258	0.04918
9.7446258	0.0492
9.7446891	0.04922
9.7446891	0.04924
9.7446891	0.04926
9.7446891	0.04928
9.7446891	0.0493
9.7446891	0.04932
9.7446891	0.04934
9.7447525	0.04936
9.7447525	0.04938
9.7447525	0.0494
9.7447525	0.04942
9.7447525	0.04944
9.7447525	0.04946
9.7447525	0.04948
9.7448158	0.0495
9.7448158	0.04952
9.7448158	0.04954
9.7448158	0.04956
9.7448158	0.04958
9.7448158	0.0496
9.7448158	0.04962
9.7448791	0.04964
9.7448791	0.04966
9.7448791	0.04968
9.7448791	0.0497
9.7448791	0.04972
9.7449424	0.04974
9.7449424	0.04976
9.7449424	0.04978
9.7449424	0.0498
9.7449424	0.04982
9.7449424	0.04984
9.7450057	0.04986
9.7450057	0.04988
9.7450057	0.0499
9.7450057	0.04992
9.7450057	0.04994
9.7450057	0.04996
9.7450690	0.04998
9.7450690	0.05
9.7450690	0.05002
9.7450690	0.05004
9.7450690	0.05006
9.7451323	0.05008
9.7451323	0.0501
9.7451323	0.05012
9.7451323	0.05014
9.7451323	0.05016
9.7451956	0.05018
9.7451956	0.0502
9.7451956	0.05022
9.7451956	0.05024
9.7452589	0.05026
9.7452589	0.05028
9.7452589	0.0503
9.7452589	0.05032
9.7452589	0.05034
9.7453222	0.05036
9.7453222	0.05038
9.7453222	0.0504
9.7453222	0.05042
9.7453856	0.05044
9.7453856	0.05046
9.7453856	0.05048
9.7453856	0.0505
9.7454489	0.05052
9.7454489	0.05054
9.7454489	0.05056
9.7454489	0.05058
9.7455122	0.0506
9.7455122	0.05062
9.7455122	0.05064
9.7455122	0.05066
9.7455755	0.05068
9.7455755	0.0507
9.7455755	0.05072
9.7455755	0.05074
9.7456388	0.05076
9.7456388	0.05078
9.7456388	0.0508
9.7456388	0.05082
9.7457021	0.05084
9.7457021	0.05086
9.7457021	0.05088
9.7457655	0.0509
